title,platform,release_year,genre,publisher,sales_na,sales_eu,sales_jp,sales_others,sales_global,score,count_critic,developer,content_rating
Wild ARMs 5,PS2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,71,26,Media Vision,T
Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29,71,19,Game Arts,T
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0,0.06,0.51,67,46,WBIE,T
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0,0.04,0.51,70,26,"Jupiter Corporation, Jupiter Multimedia",E10+
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,0.53,81,36,Raven Software,T
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.14,0.12,0,0.08,0.33,65,46,Sony Online Entertainment,T
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31,54,15,Shade,T
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.12,0,0.04,0.39,63,68,Obsidian Entertainment,M
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,84,50,Raven Software,T
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,53,15,Webfoot Technologies,E
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0,1.18,1.32,91,47,Blizzard Entertainment,T
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33,84,42,Nippon Ichi Software,T
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35,86,12,Game Arts,T
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,72,39,Cattle Call,T
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,0.4,59,38,Midway,T
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,0.49,0.15,0,0.09,0.73,74,48,Vicarious Visions,T
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,Vicarious Visions,T
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.13,0.16,0,0.03,0.32,88,62,Blizzard Entertainment,T
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43,74,22,Sony Online Entertainment,T
RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0,0.07,0.67,84,59,Trion Worlds,T
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79,79,28,Marvelous,E
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0,0.05,0.32,75,39,Lionhead Studios,M
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,Obsidian Entertainment,M
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,Kamui,T
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.03,0.22,69,51,Piranha Bytes,M
EVE Online,PC,2003,Role-Playing,CCP,0,0.19,0,0.01,0.2,69,22,CCP,T
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7,89,84,BioWare,M
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.04,0.25,94,54,Bethesda Softworks,M
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,0.51,74,16,Volition Inc.,T
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52,89,15,TOSE,T
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0,0.06,0.38,84,59,Eidos Montreal,M
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0,0.04,0.58,79,14,SquareSoft,M
Two Worlds,X360,2007,Role-Playing,SouthPeak Games,0.41,0.22,0,0.07,0.7,50,44,Reality Pump,M
X-Men Legends,XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9,82,63,Raven Software,T
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0,0.04,0.66,58,10,Delphine Software International,T
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.34,0.26,0,0.09,0.68,78,44,Black Isle Studios,T
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.27,0,0.09,0.99,89,66,From Software,M
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0.28,0,0.09,0.93,85,28,BioWare,M
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0.29,0,0.02,1.09,75,21,Webfoot Technologies,E
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.3,0,0.05,0.8,80,14,SquareSoft,T
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,BioWare,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08,90,53,Blizzard Entertainment,T
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0,0.06,0.73,85,45,BioWare,M
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.43,0.34,0,0.16,0.92,85,31,Obsidian Entertainment,M
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.78,0.38,0,0.12,1.28,77,11,ZeniMax Media,M
Diablo III,X360,2013,Role-Playing,Activision,0.9,0.39,0,0.12,1.41,87,42,Blizzard Entertainment,M
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12,0.97,89,23,BioWare,M
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19,94,72,BioWare,T
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0,0.14,1.17,84,39,Obsidian Entertainment,M
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.05,0.51,91,67,BioWare,M
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,0.72,93,32,CD Projekt Red Studio,M
Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,0.63,0.49,0,0.16,1.28,85,51,Snowblind Studios,T
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,1.31,91,13,CD Projekt Red Studio,M
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07,0.9,71,64,ZeniMax Media,M
Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,85,87,Big Blue Box,M
Mass Effect,PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.08,0.67,89,45,"BioWare, Demiurge Studios",M
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.51,0.67,0,0.1,1.29,84,38,Bethesda Game Studios,M
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,79,48,Raven Software,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,82,42,Blizzard Entertainment,T
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,Bethesda Game Studios,M
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,"LucasArts, BioWare",T
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,Blizzard Entertainment,T
Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0,1.59,94,12,Blizzard Entertainment,M
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6,3.88,94,32,Bethesda Game Studios,M
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0,0.54,5.14,88,86,Blizzard Entertainment,M
World of Warcraft,PC,2004,Role-Playing,Activision,0.08,6.21,0,0,6.29,93,57,Blizzard Entertainment,T
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01,55,13,Barnhouse Effect,T
Mimana Iyar Chronicle,PSP,2009,Role-Playing,GungHo,0.07,0,0.01,0.01,0.09,45,6,GungHo,T
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1,65,33,ArtePiazza,E10+
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0,0.01,0.01,0.09,46,8,"Neverland, Idea Factory",T
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13,76,12,Nippon Ichi Software,T
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,0.2,71,7,Compile Heart,T
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,17,"K2, Kurogane",T
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft,0.16,0.02,0.01,0.02,0.2,52,27,Ubisoft Annecy,M
Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64,21,Spellbound,T
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69,21,Square Enix,T
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,Obsidian Entertainment,T
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47,13,Piranha Bytes,M
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,30,From Software,T
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74,55,BioWare,E
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68,51,Sony Online Entertainment,T
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,82,54,Square Enix,T
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88,39,Bethesda Game Studios,M
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0,0.02,58,22,Compile Heart,T
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,78,9,Falcom,T
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,ApolloSoft,T
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,65,20,Nippon Ichi Software,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,TOYBOX,T
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0,0.02,0.01,0.09,75,10,Sting,T
Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0,0.02,0,0.08,76,25,Sting,T
Riviera: The Promised Land,PSP,2006,Role-Playing,505 Games,0.07,0,0.02,0.01,0.09,68,11,Sting,T
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12,68,44,Taito Corporation,E
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19,72,36,Matrix Software,E10+
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,63,4,Square Enix,T
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63,12,TOYBOX,T
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,72,28,FuRyu,T
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53,31,Kadokawa,M
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,"Monolith Soft, Namco Bandai Games",T
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,Ubisoft Montreal,E10+
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,61,8,Sting,E10+
Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,Sting,T
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,59,Bandai Namco Games,T
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68,45,"City Interactive, Deck 13",M
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,0.36,0.29,0.02,0.06,0.73,79,50,Square Enix,T
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,0.03,0,0.03,65,17,Zerodiv,T
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,0.03,0,0.03,0.01,0.07,78,33,Spike Chunsoft,T
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0,0.03,0,0.1,63,27,Tri-Crescendo,E10+
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.1,41,19,Gust,E10+
Phantom Brave: The Hermuda Triangle,PSP,2010,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.09,65,16,Nippon Ichi Software,T
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01,0.1,73,36,Grasshopper Manufacture,E10+
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12,70,11,Gust,E10+
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12,62,11,Spike,M
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.11,0,0.03,0.01,0.15,80,8,Neverland,E10+
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0,0.03,0.01,0.16,75,33,"Omiya Soft, Jamsworks",T
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0,0.03,0.02,0.24,80,26,Game Arts,T
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60,7,Kadokawa,M
Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07,67,7,Compile Heart,T
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,Omega Force,T
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56,13,"Deep Silver, Keen Games",M
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,62,25,"Gust, Idea Factory",T
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67,50,Reality Pump,M
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77,66,Silicon Studio,E10+
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,Obsidian Entertainment,T
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0.08,0.78,65,80,Silicon Knights,T
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94,62,BioWare,M
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86,68,BioWare,M
Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,1.42,93,30,BioWare,M
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,34,Bethesda Softworks,T
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,BioWare,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,BioWare,M
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74,BioWare,M
Unchained Blades,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,0.04,65,8,FuRyu,T
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,72,14,Bandai Namco Games,T
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,68,13,System Prisma,T
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,66,25,Gaia (Sony),T
Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0,0.04,0.02,0.1,59,13,Zerodiv,T
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0,0.04,0.01,0.1,73,17,Sting,T
Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0,0.04,0.01,0.14,56,6,"Idea Factory, Compile Heart",T
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0,0.04,0.03,0.17,62,24,Spike,M
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,Ubisoft Montreal,E10+
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,"Image Epoch, Imageepoch",M
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57,26,Compile Heart,T
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87,37,Nippon Ichi Software,T
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,39,Kojima Productions,E10+
Forever Kingdom,PS2,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64,13,From Software,T
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17,72,22,From Software,T
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,Cavia Inc.,M
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,44,Blueside,M
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47,14,TOYBOX,E10+
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79,34,Neverland,E10+
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,71,56,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84,81,Obsidian Entertainment,M
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,71,8,Tri-Ace,T
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,Hit Maker,E10+
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07,71,21,Compile Heart,T
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,Flight-Plan,E10+
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,82,32,Nippon Ichi Software,T
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,32,"Image Epoch, Imageepoch",T
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,Tecmo,E10+
Cross Edge,PS3,2008,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,52,32,Compile Heart,T
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69,46,Brownie Brown,E
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75,55,"Game Republic, JapanStudio",T
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,70,12,Gust,T
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64,29,Square Enix,E10+
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75,72,"Nintendo, Intelligent Systems",E
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80,88,Lionhead Studios,M
Unchained Blades,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,61,8,FuRyu,T
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,Marvelous Inc.,T
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,Nippon Ichi Software,T
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.06,0.01,0.1,66,25,Experience Inc.,M
Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0,0.06,0.01,0.14,68,13,Sting,T
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.12,0,0.06,0.01,0.19,64,26,"Image Epoch, Imageepoch",T
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,70,25,"Image Epoch, Imageepoch",T
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,0.13,68,24,Sting,T
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,Aqua Plus,T
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.03,0.38,78,27,Atlus,T
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55,19,"Idea Factory, Compile Heart",T
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67,23,Gust,T
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,79,17,Capcom,E
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,Nippon Ichi Software,T
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70,28,Reality Pump,M
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67,41,Tri-Crescendo,T
Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74,43,Tri-Ace,T
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,78,15,Game Arts,T
Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,49,6,Epics,E
Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01,0.24,53,29,K2 LLC,E10+
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.01,0.07,0.01,0.18,84,41,Opus,E10+
Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,59,28,"Sega, Tom Create",T
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,63,31,TOSE,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.07,0.04,0.07,0.02,0.2,87,49,Vanillaware,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76,40,CyberConnect2,E10+
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.05,0.07,0.01,0.2,75,46,PlatinumGames,T
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,"Idea Factory, Compile Heart",T
Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0.06,0.79,75,59,Capcom,M
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90,57,Bethesda Game Studios,M
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,61,12,Zerodiv,T
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0,0.08,0.02,0.23,79,27,Falcom,T
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.19,0,0.08,0.01,0.29,69,23,Paon Corporation,E10+
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,"Compile Heart, GCREST",T
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.02,0.08,0.02,0.18,76,26,Gust,E10+
Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79,56,Tri-Crescendo,T
Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73,48,Ganbarion,T
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,Zener Works,T
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77,74,Square Enix,E10+
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,70,45,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87,41,BioWare,M
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80,27,Level 5,T
Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,0.09,0,0.09,93,21,Overworks,T
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,0.01,0.09,0,0.11,69,35,Shift,T
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0,0.14,58,13,Next Entertainment,E
