Id_Cliente,Edad,Nivel_Educacional,Años_Trabajando,Ingresos,Deuda_Comercial,Deuda_Credito,Otras_Deudas,Ratio_Ingresos_Deudas,Default
4169,19,Med,0,30,24.3,0.53,6.76,1.05,0
4170,64,Med,44,397,19.2,35.52,40.7,0.24,0
4171,26,Bas,4,23,6.9,0.17,1.42,0.37,1
4172,34,SupCom,9,58,28.4,4.97,11.5,0.77,0
4173,27,Med,4,36,14.7,1.46,3.83,0.56,0
4174,40,SupInc,18,84,6.2,0.94,4.27,0.14,1
4175,38,Med,16,71,6.6,1.54,3.15,0.16,1
4176,47,SupInc,17,111,8.8,5.73,4.03,0.17,1
4177,29,Med,0,21,12.4,0.38,2.22,0.71,0
4178,26,SupCom,1,38,13.3,0.31,4.74,0.48,1
4179,33,SupInc,8,37,3.9,0.56,0.89,0.14,1
4180,28,Posg,0,33,7.8,0.83,1.74,0.31,1
4181,37,SupCom,8,62,23.9,5.81,9.01,0.62,0
4182,20,Bas,3,21,17.9,0.53,3.23,1.03,0
4183,19,Med,0,21,5.6,0.14,1.04,0.32,1
4184,18,Med,0,30,8.9,0.23,2.44,0.39,0
4185,26,SupInc,4,50,0.8,0.13,0.27,0.02,1
4186,35,Bas,5,62,8.5,1.99,3.28,0.22,0
4187,24,Bas,0,28,1.5,0.2,0.22,0.07,1
4188,23,Med,2,17,21.3,0.3,3.32,1.47,0
4189,44,Bas,14,68,14.9,1.78,8.35,0.37,1
4190,22,Bas,0,17,3.7,0.14,0.49,0.25,0
4191,18,Med,0,30,3.8,0.57,0.57,0.16,1
4192,21,Bas,2,25,9.8,0.42,2.03,0.49,0
4193,65,Med,38,231,9.3,2.02,19.46,0.13,1
4194,19,Med,0,22,8.2,0.5,1.3,0.45,1
4195,46,Bas,5,40,4.5,0.98,0.82,0.16,1
4196,26,Med,1,42,1.5,0.08,0.55,0.05,0
4197,24,Med,5,31,10.4,0.7,2.52,0.44,1
4198,26,SupCom,0,26,3.3,0.41,0.45,0.16,1
4199,24,SupCom,0,64,4.4,0.81,2.01,0.11,1
4200,59,SupCom,19,174,27.9,16.41,32.14,0.44,0
4201,18,Med,0,20,14.5,0.33,2.57,0.87,1
4202,32,Med,2,30,9.4,1.18,1.64,0.41,1
4203,41,Posg,7,47,5.2,1.64,0.81,0.16,1
4204,20,SupInc,0,22,4.2,0.54,0.39,0.23,0
4205,24,SupCom,0,48,1.2,0.06,0.51,0.04,0
4206,35,SupCom,4,18,4.8,0.32,0.55,0.32,1
4207,22,Med,2,39,4.7,0.5,1.33,0.17,1
4208,28,Bas,8,45,6,0.72,1.98,0.19,1
4209,24,SupCom,0,128,8.9,3.55,7.84,0.16,0
4210,44,SupCom,18,136,4.2,1.42,4.3,0.07,1
4211,69,Bas,6,60,18.6,1.27,9.89,0.5,1
4212,59,Med,32,533,0.8,1.86,2.4,0.01,1
4213,58,Med,2,31,3.3,0.5,0.52,0.14,1
4214,30,Med,5,39,13.8,0.55,4.83,0.49,1
4215,18,Med,0,30,19.8,2.3,3.64,0.86,0
4216,18,Med,0,25,2.9,0.56,0.16,0.14,1
4217,22,SupCom,0,31,7.6,0.2,2.16,0.32,1
4218,57,Med,4,39,4.3,0.56,1.12,0.15,1
4219,32,SupCom,0,38,3.7,0.18,1.22,0.13,0
4220,31,Bas,10,60,27.3,6.27,10.11,0.73,0
4221,22,Med,1,14,11.7,0.37,1.27,0.95,0
4222,26,Med,2,26,14.5,0.56,3.21,0.7,1
4223,33,SupCom,5,35,5.2,0.58,1.24,0.2,1
4224,32,Med,7,33,24.6,4.14,3.98,0.99,0
4225,50,Bas,20,67,18.4,7.24,5.09,0.46,0
4226,19,Med,0,30,4,0.52,0.68,0.17,1
4227,42,Med,5,72,19.3,0.25,13.65,0.46,1
4228,19,Med,0,24,12.5,0.94,2.06,0.65,0
4229,18,Med,0,19,14,0.56,2.1,0.88,0
4230,20,Med,1,37,7.1,0.97,1.66,0.26,1
4231,59,SupInc,7,92,7.5,3.06,3.84,0.16,1
4232,26,Bas,9,41,22.1,0.62,8.44,0.76,1
4233,47,SupInc,17,111,8.8,5.73,4.03,0.17,1
4234,23,Med,4,22,3.8,0.08,0.76,0.21,1
4235,21,Med,0,30,4.3,0.18,1.11,0.19,1
4236,34,Posg,8,526,2.6,5.47,8.21,0.03,1
4237,30,SupCom,5,109,7.8,1.39,7.11,0.15,1
4238,55,SupInc,34,150,9.9,0.73,14.12,0.17,1
4239,20,Med,0,34,12.9,0.9,3.49,0.51,0
4240,27,Bas,2,24,5.8,0.56,0.84,0.3,1
4241,22,SupCom,0,30,3.4,0.15,0.87,0.15,1
4242,21,Med,1,43,14.1,3.38,2.69,0.47,0
4243,20,Bas,0,18,9.5,0.16,1.55,0.62,1
4244,45,SupInc,23,55,13.3,1.46,5.86,0.37,1
4245,22,Bas,4,21,9,0.87,1.02,0.52,1
4246,19,Med,0,28,9.7,1.35,1.37,0.44,0
4247,44,Med,11,50,22,2.11,8.89,0.66,1
4248,36,Bas,4,45,13.2,0.33,5.61,0.43,1
4249,37,Bas,5,21,14.5,0.71,2.33,0.84,1
4250,59,Bas,3,44,16.6,5.47,1.83,0.54,0
4251,28,Bas,7,43,23.4,0.27,9.79,0.78,0
4252,36,Med,1,55,19.6,6.36,4.42,0.55,0
4253,61,Bas,0,42,18.4,4.01,3.72,0.62,1
4254,47,Posg,8,33,15.4,1.71,3.37,0.62,1
4255,69,SupCom,7,75,13.5,1.03,9.09,0.31,0
4256,21,Med,0,15,4.1,0.25,0.37,0.31,1
4257,52,SupInc,24,403,5.1,8.32,12.23,0.06,1
4258,37,SupCom,9,72,24.7,2.1,15.69,0.59,0
4259,30,SupInc,8,65,8.8,1.92,3.8,0.22,1
4260,47,SupInc,8,43,11.8,2.27,2.8,0.39,1
4261,32,SupCom,5,87,10.4,0.46,8.59,0.22,1
4262,64,Bas,7,24,6.5,0.29,1.27,0.34,1
4263,30,Med,8,68,2.4,0.27,1.36,0.06,1
4264,21,SupInc,0,21,10.4,1.54,0.65,0.6,1
4265,62,Med,24,199,4.7,3.4,5.95,0.07,1
4266,27,Posg,0,30,4.3,0.42,0.87,0.19,1
4267,47,Med,6,34,4.4,0.53,0.97,0.17,1
4268,64,Med,24,83,8.4,0.17,6.8,0.19,1
4269,36,SupCom,10,51,13.2,3.45,3.28,0.39,1
4270,21,Med,1,20,20.3,0.41,3.65,1.22,1
4271,38,SupCom,4,91,3.9,1.02,2.53,0.08,0
4272,43,Med,8,48,9.7,1.32,3.34,0.3,1
4273,27,Med,4,32,6.7,0.56,1.59,0.28,0
4274,27,Med,6,20,13.2,1.44,1.2,0.79,1
4275,26,Med,2,26,14.5,0.56,3.21,0.7,1
4276,38,SupInc,9,94,21.6,7,13.3,0.45,0
4277,46,SupInc,2,27,12.1,0.55,2.72,0.57,1
4278,25,Posg,0,32,14.6,1.45,3.22,0.6,0
4279,48,SupInc,13,153,2.3,1.77,1.75,0.04,1
4280,31,SupCom,8,29,6.8,1.12,0.85,0.3,1
4281,25,Bas,4,30,14.4,1.05,3.27,0.62,1
4282,22,SupInc,0,32,3.7,0.31,0.87,0.15,0
4283,34,Posg,5,186,11.3,7.46,13.56,0.17,0
4284,26,Med,1,26,11.1,1.69,1.19,0.54,0
4285,39,SupCom,14,46,6.5,0.5,2.49,0.21,1
4286,34,SupInc,0,49,5,0.18,2.27,0.15,1
4287,39,SupInc,16,46,11.3,1.45,3.75,0.36,1
4288,31,SupCom,0,28,4.5,0.07,1.19,0.21,1
4289,49,Med,15,35,3,0.74,0.32,0.12,1
4290,51,Bas,33,234,9.6,4.25,18.22,0.14,1
4291,50,SupCom,23,104,4.8,0.93,4.06,0.09,1
4292,29,SupCom,1,38,4.5,0.82,0.89,0.16,0
4293,28,SupInc,4,23,4.9,0.55,0.58,0.26,0
4294,30,Med,8,65,9.2,2.45,3.53,0.23,1
4295,22,SupCom,0,51,8.7,1.07,3.37,0.26,0
4296,19,Med,0,17,5.5,0.51,0.43,0.38,1
4297,24,SupInc,1,33,14,0.06,4.56,0.56,1
4298,18,Med,0,18,13.1,0.92,1.44,0.86,0
4299,19,Med,0,28,9.7,1.35,1.37,0.44,0
4300,58,SupCom,26,132,2.4,0.98,2.19,0.04,1
4301,21,Bas,1,29,24,2.2,4.76,1.07,1
4302,20,SupInc,0,33,9.4,0.55,2.55,0.38,0
4303,21,Med,1,20,20.3,0.41,3.65,1.22,1
4304,59,SupInc,22,84,16,1.85,11.59,0.35,1
4305,20,Med,0,38,7.5,0.36,2.49,0.27,1
4306,20,SupInc,0,21,15.1,1.26,1.91,0.87,0
4307,34,Bas,10,96,5.4,1.65,3.53,0.11,1
4308,54,SupCom,0,66,9.6,1.98,4.35,0.24,1
4309,34,SupCom,8,30,5.7,1.08,0.63,0.25,1
4310,30,SupInc,4,62,14.8,1.53,7.64,0.39,0
4311,27,Bas,6,20,14.3,0.38,2.48,0.86,1
4312,43,Med,6,40,6.6,0.5,2.14,0.23,1
4313,19,Med,0,22,6.8,0.41,1.08,0.38,0
4314,62,Med,33,322,2.8,7.04,1.97,0.04,1
4315,39,Med,14,94,30.2,10.5,17.88,0.62,0
4316,52,SupCom,2,96,7.1,2.28,4.54,0.15,0
4317,30,Posg,2,21,10.4,1.16,1.03,0.6,0
4318,44,Med,15,59,18.3,5.85,4.95,0.49,0
4319,27,Posg,0,36,4.1,0.73,0.75,0.16,1
4320,23,SupCom,0,29,9.4,0.84,1.89,0.42,0
4321,35,SupInc,3,54,11,1.16,4.78,0.31,1
4322,45,SupCom,1,60,9.9,1.14,4.8,0.26,0
4323,41,SupCom,15,89,9.2,2.55,5.63,0.2,1
4324,39,SupCom,4,75,5.6,2.62,1.58,0.13,1
4325,23,SupInc,0,16,7.8,0.35,0.9,0.57,1
4326,26,Med,6,23,13.6,0.13,3,0.73,1
4327,24,Bas,6,21,4.5,0.18,0.76,0.26,1
4328,28,SupInc,1,16,5.2,0.5,0.33,0.38,1
4329,22,SupCom,0,36,3.3,0.28,0.91,0.12,1
4330,37,Med,4,32,3.2,0.14,0.88,0.13,1
4331,21,Med,0,20,2.2,0.1,0.34,0.13,1
4332,21,Bas,1,23,16.5,1.17,2.62,0.88,0
4333,35,SupCom,4,18,4.8,0.32,0.55,0.32,1
4334,26,SupInc,4,50,0.8,0.13,0.27,0.02,1
4335,20,Med,0,21,10.2,0.55,1.59,0.59,1
4336,23,SupInc,0,36,24.2,5.88,2.83,0.91,0
4337,62,SupCom,31,387,15,5.4,52.65,0.19,1
4338,41,Med,9,77,7.5,3.11,2.67,0.17,1
4339,24,SupCom,0,56,9.3,1.55,3.66,0.26,0
4340,32,SupInc,1,26,3.3,0.24,0.62,0.16,1
4341,20,Bas,2,16,4.7,0.25,0.5,0.34,1
4342,65,Med,38,352,2.5,0.39,8.41,0.03,1
4343,38,Bas,14,37,4.4,0.39,1.23,0.16,1
4344,29,Med,8,35,21.1,1.65,5.73,0.81,0
4345,62,Bas,33,96,17.5,6.69,10.11,0.36,1
4346,38,Posg,2,229,6.7,3.94,11.4,0.1,1
4347,23,SupInc,1,63,16.8,3.14,7.44,0.43,0
4348,62,SupCom,23,124,23,19.05,9.47,0.42,0
4349,37,Bas,0,36,16.1,1.99,3.81,0.61,0
4350,39,Bas,20,52,19.7,2.33,7.92,0.58,1
4351,18,Med,0,19,1.5,0.06,0.22,0.09,1
4352,22,SupCom,0,31,22.8,1.31,5.75,0.96,0
4353,36,SupCom,8,58,17.2,1.28,8.7,0.47,1
4354,18,Med,0,19,5.2,0.32,0.67,0.33,0
4355,18,Med,0,20,19,1.33,2.47,1.14,0
4356,59,SupInc,11,55,10,1.4,4.1,0.28,1
4357,23,Med,1,30,18.2,1.37,4.09,0.79,0
4358,59,SupInc,31,102,0.3,0.1,0.2,0.01,1
4359,26,SupCom,2,19,3.8,0.11,0.62,0.24,1
4360,25,SupInc,3,43,15.6,3.68,3.03,0.52,0
4361,53,Bas,9,41,13.3,2.33,3.12,0.46,1
4362,25,Med,2,25,9.9,1.4,1.08,0.5,1
4363,24,Med,5,37,5.7,0.48,1.63,0.21,1
4364,21,Med,0,21,6.3,0.83,0.49,0.36,0
4365,51,Med,22,65,18.1,4.91,6.86,0.46,1
4366,42,SupCom,17,54,10.3,0.29,5.27,0.29,1
4367,23,Med,3,27,17.8,0.93,3.88,0.84,0
4368,41,Med,5,37,5.8,0.35,1.8,0.21,1
4369,65,Med,0,57,6.2,1.68,1.86,0.17,1
4370,35,SupInc,0,36,4.7,0.55,1.15,0.18,1
4371,24,SupCom,0,35,1.2,0.04,0.38,0.05,0
4372,29,Med,3,45,14.1,1.68,4.66,0.45,0
4373,30,SupCom,2,61,2.9,0.64,1.13,0.08,0
4374,59,Med,32,533,0.8,1.86,2.4,0.01,1
4375,19,Med,0,39,4.4,0.73,0.99,0.16,1
4376,59,Bas,34,154,8.5,8.33,4.76,0.14,1
4377,29,SupCom,3,47,2.9,0.53,0.83,0.09,1
4378,19,Med,0,24,15.6,0.75,3,0.81,0
4379,53,Med,34,251,15.9,12.37,27.54,0.22,1
4380,36,Med,4,34,16.8,1.16,4.55,0.66,0
4381,32,SupCom,6,31,5.2,0.38,1.23,0.22,1
4382,56,SupInc,30,167,1.4,0.46,1.88,0.02,1
4383,41,Med,2,40,7.9,0.31,2.85,0.28,1
4384,22,SupCom,0,46,8.6,1.76,2.19,0.27,0
4385,56,Med,19,76,1.2,0.18,0.73,0.03,1
4386,18,Med,0,29,25.9,2.39,5.12,1.15,0
4387,33,SupCom,5,321,2.5,4.36,3.67,0.03,0
4388,39,SupCom,14,46,6.5,0.5,2.49,0.21,1
4389,31,Bas,5,27,4.2,0.56,0.57,0.2,1
4390,23,SupInc,0,25,4.2,0.16,0.89,0.21,1
4391,37,Bas,17,76,12.6,4.18,5.39,0.29,1
4392,35,SupCom,9,123,6.1,1.7,5.8,0.11,1
4393,20,Bas,0,20,17.6,0.15,3.37,1.06,0
4394,30,Bas,0,25,5.7,0.48,0.94,0.28,1
4395,41,SupInc,0,39,29.1,2.16,9.19,1.04,0
4396,55,Med,32,229,4.9,3.03,8.19,0.07,1
4397,55,SupInc,34,150,9.9,0.73,14.12,0.17,1
4398,52,SupInc,21,121,2.4,0.39,2.51,0.04,1
4399,37,Med,18,39,26.9,5.46,5.04,0.96,0
4400,26,SupInc,0,23,10.9,1.71,0.8,0.58,0
4401,39,Bas,22,48,6.8,1.01,2.26,0.21,1
4402,30,SupCom,1,65,13.4,4.55,4.16,0.34,0
4403,68,Med,0,22,12.5,1.05,1.7,0.69,1
4404,34,Posg,0,120,6.4,5.55,2.13,0.12,0
4405,22,SupInc,1,17,25.4,2.38,1.94,1.75,0
4406,34,SupCom,2,46,22.5,1.21,9.14,0.71,1
4407,36,SupInc,9,76,5.7,0.29,4.04,0.13,1
4408,21,SupInc,0,21,10.4,1.54,0.65,0.6,1
4409,29,Med,5,26,5.3,0.63,0.75,0.26,0
4410,39,SupCom,14,46,6.5,0.5,2.49,0.21,1
4411,22,SupCom,0,20,6.5,0.6,0.7,0.39,0
4412,49,SupInc,24,90,13.9,8.06,4.45,0.29,1
4413,25,SupInc,3,36,10.2,0.52,3.15,0.39,0
4414,22,SupCom,0,23,6.2,0.35,1.08,0.33,0
4415,25,SupCom,0,52,4.9,0.67,1.88,0.14,0
4416,51,SupCom,4,43,3.3,0.2,1.22,0.11,1
4417,56,SupInc,26,384,11.2,23.31,19.7,0.14,0
4418,43,SupInc,13,59,11,1.72,4.77,0.3,0
4419,23,SupCom,0,24,26.9,0.4,6.06,1.39,0
4420,29,Posg,2,25,12,1.13,1.87,0.6,0
4421,24,SupCom,0,128,8.9,3.55,7.84,0.16,0
4422,23,SupCom,0,53,3,0.63,0.96,0.09,0
4423,39,SupInc,9,69,6,0.55,3.59,0.15,1
4424,42,SupInc,19,24,15.1,2,1.62,0.78,1
4425,24,Med,5,31,10.4,0.7,2.52,0.44,1
4426,31,SupInc,9,23,7.8,0.45,1.35,0.42,1
4427,19,Med,0,16,6.6,0,1.05,0.48,1
4428,24,Bas,2,29,23.6,0.47,6.38,1.05,1
4429,21,SupInc,0,55,17.1,6.9,2.5,0.48,0
4430,52,SupCom,2,84,3.1,0.2,2.4,0.07,1
4431,18,Med,0,19,7,0.28,1.05,0.44,0
4432,26,SupInc,0,43,9.8,0.94,3.28,0.33,0
4433,64,Bas,26,56,20.3,2.01,9.36,0.57,1
4434,76,SupInc,12,53,6.2,1.28,2.01,0.18,1
4435,25,SupCom,0,29,15.7,1.83,2.73,0.7,0
4436,51,SupInc,14,161,1.4,0.57,1.69,0.02,1
4437,26,SupInc,2,37,3.1,0.35,0.8,0.11,1
4438,41,Bas,9,29,5.6,0.25,1.38,0.25,1
4439,20,Med,0,34,12.9,0.9,3.49,0.51,0
4440,21,Med,2,22,9.2,1.05,0.98,0.51,0
4441,51,SupInc,29,285,16.6,14.81,32.5,0.22,1
4442,19,Med,0,31,10.6,0.99,2.29,0.45,0
4443,43,SupInc,0,31,2.4,0.28,0.46,0.1,1
4444,19,Med,0,28,7.5,1.51,0.59,0.34,0
4445,43,Bas,22,96,1.2,0.34,0.81,0.02,1
4446,37,SupCom,0,50,1.3,0.21,0.44,0.04,1
4447,19,Med,0,22,6.8,0.41,1.08,0.38,0
4448,66,Bas,40,149,13.1,7.79,11.73,0.22,1
4449,35,Bas,5,40,10.5,0.91,3.29,0.37,0
4450,36,Posg,7,67,8.2,3.1,2.4,0.2,1
4451,39,SupCom,12,82,6.2,1.79,3.29,0.14,1
4452,25,Med,2,24,3,0.15,0.57,0.16,1
4453,39,Med,14,94,30.2,10.5,17.88,0.62,0
4454,27,Med,9,31,6.3,0.27,1.69,0.27,1
4455,32,SupInc,7,34,10.7,0.52,3.12,0.42,1
4456,32,Med,9,53,14.9,5.81,2.08,0.43,0
4457,30,Med,4,26,9.3,0.27,2.15,0.45,1
4458,39,SupInc,16,46,11.3,1.45,3.75,0.36,1
4459,32,Med,12,61,8.2,0.3,4.71,0.22,1
4460,65,Bas,21,42,1.6,0.29,0.38,0.05,1
4461,37,SupInc,3,57,10.8,0.72,5.44,0.3,0
4462,51,SupCom,20,512,6.5,6.82,26.46,0.08,1
4463,24,Med,3,24,10.7,1.98,0.59,0.55,1
4464,39,Med,7,82,17.4,3.71,10.56,0.39,1
4465,18,Med,0,47,3.6,1.21,0.48,0.11,1
4466,33,SupInc,6,77,6.2,0.65,4.12,0.14,0
4467,33,Med,6,41,2.1,0.02,0.84,0.07,1
4468,38,SupCom,11,145,18.5,1.45,25.38,0.31,1
4469,24,Med,2,34,2.4,0.27,0.54,0.09,1
4470,35,Med,6,32,7.6,0.82,1.61,0.31,1
4471,27,SupCom,0,46,1.9,0.23,0.64,0.06,0
4472,35,SupInc,11,59,1.4,0.13,0.7,0.04,1
4473,43,Bas,6,54,2.3,0.72,0.52,0.07,1
4474,20,SupInc,0,58,2.8,0.46,1.17,0.08,1
4475,44,SupInc,22,131,7,0.83,8.34,0.12,1
4476,30,SupCom,5,109,7.8,1.39,7.11,0.15,1
4477,35,SupInc,0,36,4.7,0.55,1.15,0.18,1
4478,19,Med,0,28,11.7,0.82,2.45,0.53,1
4479,36,Med,1,55,19.6,6.36,4.42,0.55,0
4480,23,SupInc,2,32,3,0.28,0.68,0.12,1
4481,19,Med,0,28,9.1,0.87,1.68,0.42,0
4482,37,Bas,0,36,16.1,1.99,3.81,0.61,0
4483,18,Med,0,22,4.4,0.15,0.82,0.24,0
4484,28,SupInc,1,16,5.2,0.5,0.33,0.38,1
4485,28,SupCom,1,175,19.4,7.03,26.92,0.3,0
4486,29,SupInc,8,39,11.6,3.26,1.27,0.41,0
4487,53,Med,24,129,2.7,1.01,2.48,0.05,1
4488,27,Bas,2,24,5.8,0.56,0.84,0.3,1
4489,39,SupCom,8,259,7.2,1.55,17.1,0.1,1
4490,22,SupCom,0,36,3.3,0.28,0.91,0.12,1
4491,22,SupCom,0,26,6,0.02,1.54,0.29,1
4492,34,Bas,10,50,5.3,0.58,2.07,0.16,1
4493,28,SupCom,3,47,17.7,2.79,5.53,0.55,0
4494,18,Med,0,15,1.1,0.03,0.13,0.08,1
4495,38,SupInc,12,86,2.4,0.87,1.19,0.05,1
4496,39,Med,0,38,7.5,0.2,2.65,0.27,1
4497,47,Med,13,58,3.5,0.62,1.41,0.1,1
4498,22,SupCom,0,76,7.7,3.62,2.24,0.18,1
4499,34,Bas,10,50,5.3,0.58,2.07,0.16,1
4500,19,Bas,0,20,11.7,1.17,1.17,0.7,0
4501,64,Bas,26,56,20.3,2.01,9.36,0.57,1
4502,32,Med,12,27,1.8,0.16,0.32,0.08,1
4503,26,SupCom,1,38,13.3,0.31,4.74,0.48,1
4504,50,Bas,20,67,18.4,7.24,5.09,0.46,0
4505,33,Posg,2,79,23.7,10.47,8.26,0.54,0
4506,21,Bas,1,23,16.5,1.17,2.62,0.88,0
4507,34,SupCom,2,55,12.7,4.78,2.21,0.36,0
4508,34,SupCom,8,49,7.5,0.49,3.19,0.23,1
4509,29,SupInc,0,37,6.7,0.7,1.77,0.25,1
4510,22,Med,1,14,11.7,0.37,1.27,0.95,0
4511,18,Med,0,37,2.5,0.57,0.36,0.09,0
4512,27,Bas,6,20,14.3,0.38,2.48,0.86,1
4513,27,Bas,6,20,14.3,0.38,2.48,0.86,1
4514,29,Med,9,69,6.7,1.07,3.55,0.16,1
4515,20,Med,0,38,7.5,0.36,2.49,0.27,1
4516,32,SupInc,10,38,11.5,1.05,3.32,0.42,1
4517,37,Posg,1,90,1.8,0.25,1.37,0.04,1
4518,56,SupInc,26,384,11.2,23.31,19.7,0.14,0
4519,34,SupCom,1,40,17.6,1.68,5.36,0.62,0
4520,35,Med,6,32,7.6,0.82,1.61,0.31,1
4521,40,SupInc,18,84,6.2,0.94,4.27,0.14,1
4522,45,SupCom,16,219,1,0.96,1.23,0.01,1
4523,42,Bas,8,43,1.3,0.15,0.41,0.04,1
4524,27,Med,6,42,9.1,2.19,1.64,0.31,0
4525,30,Bas,2,18,3,0.07,0.47,0.2,0
4526,53,Posg,7,80,12,3.65,5.95,0.27,1
4527,36,Med,4,57,4.2,0.69,1.7,0.12,0
4528,48,Med,12,51,4.3,0.22,1.97,0.13,1
4529,19,Med,0,30,24.3,0.53,6.76,1.05,0
4530,64,Med,44,397,19.2,35.52,40.7,0.24,0
4531,33,Bas,2,28,1.6,0.14,0.31,0.07,1
4532,41,Bas,9,29,5.6,0.25,1.38,0.25,1
4533,43,Bas,17,104,14.2,3.57,11.19,0.28,1
4534,38,Med,1,28,0.8,0.13,0.1,0.04,0
4535,19,Med,0,20,0.1,0.01,0.01,0.01,0
4536,28,SupCom,3,47,17.7,2.79,5.53,0.55,0
4537,64,Bas,7,24,6.5,0.29,1.27,0.34,1
4538,46,Med,24,78,6.9,2.74,2.64,0.16,1
4539,21,Bas,1,23,16.5,1.17,2.62,0.88,0
4540,34,Posg,0,120,6.4,5.55,2.13,0.12,0
4541,40,Bas,3,21,5.3,0.09,1.02,0.31,1
4542,20,Med,0,28,9.8,0.66,2.09,0.45,1
4543,51,Posg,22,75,7.7,2.05,3.72,0.18,1
4544,26,Med,2,36,9.4,0.77,2.61,0.36,1
4545,42,SupCom,17,54,10.3,0.29,5.27,0.29,1
4546,33,SupCom,5,27,20.6,1.09,4.47,0.97,1
4547,21,SupInc,0,20,4,0.48,0.32,0.24,1
4548,40,SupCom,17,103,13.3,10.41,3.29,0.26,0
4549,37,SupCom,13,225,1.1,1.42,1.06,0.02,1
4550,52,Med,22,87,11.3,0.71,9.12,0.24,1
4551,33,SupInc,8,102,28.8,7.93,21.44,0.57,0
4552,23,SupCom,0,36,1.1,0.1,0.29,0.04,1
4553,30,SupCom,5,109,7.8,1.39,7.11,0.15,1
4554,25,SupCom,0,52,4.9,0.67,1.88,0.14,0
4555,26,SupInc,0,31,3.1,0.1,0.86,0.13,0
4556,24,SupCom,0,38,1.6,0.03,0.57,0.06,1
4557,19,Bas,2,31,0.3,0.02,0.07,0.01,0
4558,43,Med,20,180,7.3,4.2,8.94,0.11,1
4559,25,Med,3,48,8.2,2.87,1.07,0.25,0
4560,40,Med,0,21,36.6,4.35,3.34,2.11,0
4561,42,SupInc,18,63,11.3,2.54,4.58,0.29,1
4562,32,Med,2,30,9.4,1.18,1.64,0.41,1
4563,24,Med,5,26,13.1,1.09,2.32,0.64,1
4564,31,Med,2,42,10.3,0.86,3.47,0.35,0
4565,20,Bas,2,42,3.1,0.89,0.41,0.1,0
4566,38,Posg,11,40,8.8,1.65,1.87,0.31,1
4567,25,Med,3,23,5,0.28,0.87,0.27,1
4568,50,Bas,27,85,11.8,3.44,6.59,0.26,1
4569,34,Bas,14,39,11.4,2.71,1.73,0.41,1
4570,22,SupCom,0,21,11.8,0.67,1.81,0.68,1
4571,33,SupInc,3,26,12.8,0.92,2.41,0.62,1
4572,38,SupInc,15,136,20.2,6.76,20.71,0.35,0
4573,25,SupInc,3,36,10.2,0.52,3.15,0.39,0
4574,23,SupCom,0,30,12.8,2.3,1.54,0.55,0
4575,56,Bas,3,38,18.7,3.72,3.39,0.68,0
4576,22,SupInc,1,27,9.8,0.25,2.4,0.46,1
4577,28,Med,3,64,9.4,1.03,4.98,0.24,0
4578,21,SupInc,0,33,9.1,1.05,1.95,0.37,0
4579,42,SupInc,19,24,15.1,2,1.62,0.78,1
4580,27,Bas,9,28,5.7,0.11,1.49,0.26,1
4581,25,SupCom,0,21,22.3,1.68,3.01,1.29,0
4582,50,SupCom,27,181,2.3,1.79,2.37,0.04,1
4583,18,Med,0,29,7.5,0.86,1.32,0.33,0
4584,26,Bas,10,31,8.8,0.78,1.95,0.37,1
4585,56,Med,35,236,3.9,6.68,2.52,0.06,1
4586,27,SupInc,4,40,13.2,3.73,1.55,0.46,1
4587,19,Med,0,28,2.8,0.24,0.54,0.13,0
4588,29,SupInc,5,52,16.8,5.63,3.1,0.49,1
4589,41,SupCom,6,87,3.7,1.02,2.2,0.08,1
4590,48,Med,22,196,10.5,7.41,13.17,0.16,0
4591,35,Med,17,160,13.5,9.07,12.53,0.22,0
4592,43,SupInc,3,38,6,0.62,1.66,0.22,1
4593,33,Bas,9,22,14.6,0.73,2.48,0.81,1
4594,33,Med,9,34,12.7,3.16,1.16,0.5,0
4595,30,Bas,4,36,9.6,0.83,2.63,0.36,0
4596,40,Med,16,53,1.2,0.42,0.21,0.03,1
4597,35,SupCom,10,44,0.5,0.11,0.11,0.02,1
4598,34,Posg,8,526,2.6,5.47,8.21,0.03,1
4599,25,Bas,9,29,11.4,1.17,2.14,0.51,1
4600,23,SupInc,2,40,21.2,2.65,5.83,0.74,0
4601,59,Bas,31,86,6.8,1.61,4.23,0.15,1
4602,25,Med,3,48,8.2,2.87,1.07,0.25,0
4603,46,SupInc,13,45,22.2,3.33,6.66,0.72,0
4604,38,SupCom,7,274,2.3,4.32,1.99,0.03,0
4605,30,Posg,3,40,16.9,2.22,4.54,0.59,0
4606,75,Bas,32,78,4.4,0.69,2.74,0.1,1
4607,20,SupInc,0,24,9.4,0.6,1.66,0.49,1
4608,79,Bas,63,497,8.2,15.08,25.68,0.1,1
4609,46,Bas,15,95,15.4,6.69,7.94,0.32,1
4610,36,SupInc,9,76,5.7,0.29,4.04,0.13,1
4611,43,Med,7,53,3.7,0.85,1.11,0.11,1
4612,22,SupCom,0,27,6,0.61,1.01,0.28,0
4613,64,Med,42,267,13.2,16.95,18.29,0.18,1
4614,33,SupInc,6,77,6.2,0.65,4.12,0.14,0
4615,23,SupInc,0,25,4.2,0.16,0.89,0.21,1
4616,32,Posg,3,59,9,1.85,3.46,0.24,1
4617,18,Med,0,34,16.3,1.87,3.67,0.64,0
4618,25,SupCom,1,20,6.9,0.43,0.95,0.41,0
